scenario,operation,dataset_files,sequence,phase,phase_ms
ycsb-a,update,10,53,auth.kdf_identity,201.39
ycsb-a,update,10,53,commit.checkpoint_create_journal,2.385
ycsb-a,update,10,53,commit.checkpoint_publish_w2,3637.981
ycsb-a,update,10,53,commit.cloud_head_recheck,1641.667
ycsb-a,update,10,53,commit.dropbox_cas,1693.886
ycsb-a,update,10,53,commit.dropbox_readback,374.869
ycsb-a,update,10,53,commit.local_finalize,4.285
ycsb-a,update,10,53,preflight.checkpoint_evaluation,1.801
ycsb-a,update,10,53,preflight.cloud_head_fetch,1199.031
ycsb-a,update,10,53,preflight.outbox_replay,0.331
ycsb-a,update,10,53,preflight.relay_fetch_r2,7290.94
ycsb-a,update,10,53,write.cas_checkpoint_finalize,12919.815
ycsb-a,update,10,53,write.head_journal,2.015
ycsb-a,update,10,53,write.object_prepare_upload,7581.726
ycsb-a,update,10,53,write.preflight,2949.115
ycsb-a,update,10,54,auth.kdf_identity,200.765
ycsb-a,update,10,54,commit.checkpoint_create_journal,2.697
ycsb-a,update,10,54,commit.checkpoint_publish_w2,2381.911
ycsb-a,update,10,54,commit.cloud_head_recheck,373.25
ycsb-a,update,10,54,commit.dropbox_cas,950.265
ycsb-a,update,10,54,commit.dropbox_readback,386.021
ycsb-a,update,10,54,commit.local_finalize,4.441
ycsb-a,update,10,54,preflight.checkpoint_evaluation,2.867
ycsb-a,update,10,54,preflight.cloud_head_fetch,1436.976
ycsb-a,update,10,54,preflight.outbox_replay,0.469
ycsb-a,update,10,54,preflight.relay_fetch_r2,8730.149
ycsb-a,update,10,54,write.cas_checkpoint_finalize,11336.908
ycsb-a,update,10,54,write.head_journal,4.759
ycsb-a,update,10,54,write.object_prepare_upload,7872.111
ycsb-a,update,10,54,write.preflight,2950.766
ycsb-a,update,10,55,auth.kdf_identity,211.124
ycsb-a,update,10,55,commit.checkpoint_create_journal,3.068
ycsb-a,update,10,55,commit.checkpoint_publish_w2,2410.85
ycsb-a,update,10,55,commit.cloud_head_recheck,366.181
ycsb-a,update,10,55,commit.dropbox_cas,848.197
ycsb-a,update,10,55,commit.dropbox_readback,351.795
ycsb-a,update,10,55,commit.local_finalize,4.431
ycsb-a,update,10,55,preflight.checkpoint_evaluation,2.219
ycsb-a,update,10,55,preflight.cloud_head_fetch,1305.656
ycsb-a,update,10,55,preflight.outbox_replay,0.344
ycsb-a,update,10,55,preflight.relay_fetch_r2,7402.382
ycsb-a,update,10,55,write.cas_checkpoint_finalize,9771.288
ycsb-a,update,10,55,write.head_journal,2.834
ycsb-a,update,10,55,write.object_prepare_upload,10078.86
ycsb-a,update,10,55,write.preflight,2943.527
ycsb-a,update,10,56,auth.kdf_identity,202.165
ycsb-a,update,10,56,commit.checkpoint_create_journal,2.347
ycsb-a,update,10,56,commit.checkpoint_publish_w2,2381.153
ycsb-a,update,10,56,commit.cloud_head_recheck,565.246
ycsb-a,update,10,56,commit.dropbox_cas,820.567
ycsb-a,update,10,56,commit.dropbox_readback,406.968
ycsb-a,update,10,56,commit.local_finalize,2.854
ycsb-a,update,10,56,preflight.checkpoint_evaluation,2.521
ycsb-a,update,10,56,preflight.cloud_head_fetch,1237.03
ycsb-a,update,10,56,preflight.outbox_replay,0.376
ycsb-a,update,10,56,preflight.relay_fetch_r2,7182.139
ycsb-a,update,10,56,write.cas_checkpoint_finalize,9692.489
ycsb-a,update,10,56,write.head_journal,2.212
ycsb-a,update,10,56,write.object_prepare_upload,9274.861
ycsb-a,update,10,56,write.preflight,2928.796
ycsb-a,update,10,57,auth.kdf_identity,211.308
ycsb-a,update,10,57,commit.checkpoint_create_journal,3.049
ycsb-a,update,10,57,commit.checkpoint_publish_w2,2398.785
ycsb-a,update,10,57,commit.cloud_head_recheck,411.313
ycsb-a,update,10,57,commit.dropbox_cas,861.485
ycsb-a,update,10,57,commit.dropbox_readback,384.715
ycsb-a,update,10,57,commit.local_finalize,4.691
ycsb-a,update,10,57,preflight.checkpoint_evaluation,2.421
ycsb-a,update,10,57,preflight.cloud_head_fetch,1388.189
ycsb-a,update,10,57,preflight.outbox_replay,0.477
ycsb-a,update,10,57,preflight.relay_fetch_r2,7248.113
ycsb-a,update,10,57,write.cas_checkpoint_finalize,9771.022
ycsb-a,update,10,57,write.head_journal,5.317
ycsb-a,update,10,57,write.object_prepare_upload,10534.687
ycsb-a,update,10,57,write.preflight,2952.391
ycsb-a,read,10,58,auth.kdf_identity,195.141
ycsb-a,read,10,58,preflight.checkpoint_evaluation,0.935
ycsb-a,read,10,58,preflight.cloud_head_fetch,549.521
ycsb-a,read,10,58,preflight.outbox_replay,0.067
ycsb-a,read,10,58,preflight.relay_fetch_r2,2348.106
ycsb-a,read,10,58,preflight.total,2905.385
ycsb-a,read,10,58,read.blob_decrypt_verify,0.314
ycsb-a,read,10,58,read.blob_fetch,651.245
ycsb-a,read,10,58,read.path_resolution,4923.895
ycsb-a,read,10,59,auth.kdf_identity,197.001
ycsb-a,read,10,59,preflight.checkpoint_evaluation,0.737
ycsb-a,read,10,59,preflight.cloud_head_fetch,658.478
ycsb-a,read,10,59,preflight.outbox_replay,0.08
ycsb-a,read,10,59,preflight.relay_fetch_r2,2318.763
ycsb-a,read,10,59,preflight.total,2983.722
ycsb-a,read,10,59,read.blob_decrypt_verify,0.31
ycsb-a,read,10,59,read.blob_fetch,1638.323
ycsb-a,read,10,59,read.path_resolution,3575.264
ycsb-a,update,10,60,auth.kdf_identity,178.873
ycsb-a,update,10,60,commit.checkpoint_create_journal,3.09
ycsb-a,update,10,60,commit.checkpoint_publish_w2,2225.905
ycsb-a,update,10,60,commit.cloud_head_recheck,402.093
ycsb-a,update,10,60,commit.dropbox_cas,922.785
ycsb-a,update,10,60,commit.dropbox_readback,396.415
ycsb-a,update,10,60,commit.local_finalize,4.274
ycsb-a,update,10,60,preflight.checkpoint_evaluation,3.493
ycsb-a,update,10,60,preflight.cloud_head_fetch,1781.869
ycsb-a,update,10,60,preflight.outbox_replay,0.535
ycsb-a,update,10,60,preflight.relay_fetch_r2,8665.597
ycsb-a,update,10,60,write.cas_checkpoint_finalize,9588.962
ycsb-a,update,10,60,write.head_journal,2.949
ycsb-a,update,10,60,write.object_prepare_upload,9187.15
ycsb-a,update,10,60,write.preflight,4839.447
ycsb-a,read,10,61,auth.kdf_identity,193.067
ycsb-a,read,10,61,preflight.checkpoint_evaluation,1.025
ycsb-a,read,10,61,preflight.cloud_head_fetch,447.065
ycsb-a,read,10,61,preflight.outbox_replay,0.059
ycsb-a,read,10,61,preflight.relay_fetch_r2,2319.617
ycsb-a,read,10,61,preflight.total,2775.432
ycsb-a,read,10,61,read.blob_decrypt_verify,0.27
ycsb-a,read,10,61,read.blob_fetch,618.62
ycsb-a,read,10,61,read.path_resolution,3673.693
ycsb-a,read,10,62,auth.kdf_identity,178.371
ycsb-a,read,10,62,preflight.checkpoint_evaluation,0.36
ycsb-a,read,10,62,preflight.cloud_head_fetch,523.866
ycsb-a,read,10,62,preflight.outbox_replay,0.073
ycsb-a,read,10,62,preflight.relay_fetch_r2,2430.39
ycsb-a,read,10,62,preflight.total,2958.23
ycsb-a,read,10,62,read.blob_decrypt_verify,0.15
ycsb-a,read,10,62,read.blob_fetch,643.136
ycsb-a,read,10,62,read.path_resolution,5086.505
ycsb-a,read,10,63,auth.kdf_identity,186.662
ycsb-a,read,10,63,preflight.checkpoint_evaluation,0.933
ycsb-a,read,10,63,preflight.cloud_head_fetch,1576.485
ycsb-a,read,10,63,preflight.outbox_replay,0.088
ycsb-a,read,10,63,preflight.relay_fetch_r2,2435.031
ycsb-a,read,10,63,preflight.total,4018.073
ycsb-a,read,10,63,read.blob_decrypt_verify,0.09
ycsb-a,read,10,63,read.blob_fetch,640.799
ycsb-a,read,10,63,read.path_resolution,3655.882
ycsb-a,read,10,64,auth.kdf_identity,188.043
ycsb-a,read,10,64,preflight.checkpoint_evaluation,0.647
ycsb-a,read,10,64,preflight.cloud_head_fetch,492.399
ycsb-a,read,10,64,preflight.outbox_replay,0.072
ycsb-a,read,10,64,preflight.relay_fetch_r2,2421.721
ycsb-a,read,10,64,preflight.total,2919.85
ycsb-a,read,10,64,read.blob_decrypt_verify,0.174
ycsb-a,read,10,64,read.blob_fetch,721.541
ycsb-a,read,10,64,read.path_resolution,3659.9
ycsb-a,read,10,65,auth.kdf_identity,187.169
ycsb-a,read,10,65,preflight.checkpoint_evaluation,1.298
ycsb-a,read,10,65,preflight.cloud_head_fetch,570.063
ycsb-a,read,10,65,preflight.outbox_replay,0.08
ycsb-a,read,10,65,preflight.relay_fetch_r2,5480.31
ycsb-a,read,10,65,preflight.total,6057.601
ycsb-a,read,10,65,read.blob_decrypt_verify,0.215
ycsb-a,read,10,65,read.blob_fetch,636.232
ycsb-a,read,10,65,read.path_resolution,3585.669
ycsb-a,read,10,66,auth.kdf_identity,185.227
ycsb-a,read,10,66,preflight.checkpoint_evaluation,1.296
ycsb-a,read,10,66,preflight.cloud_head_fetch,1753.667
ycsb-a,read,10,66,preflight.outbox_replay,0.102
ycsb-a,read,10,66,preflight.relay_fetch_r2,2378.49
ycsb-a,read,10,66,preflight.total,4139.69
ycsb-a,read,10,66,read.blob_decrypt_verify,0.213
ycsb-a,read,10,66,read.blob_fetch,641.275
ycsb-a,read,10,66,read.path_resolution,4990.957
ycsb-a,update,10,67,auth.kdf_identity,183.987
ycsb-a,update,10,67,commit.checkpoint_create_journal,2.439
ycsb-a,update,10,67,commit.checkpoint_publish_w2,2394.097
ycsb-a,update,10,67,commit.cloud_head_recheck,381.848
ycsb-a,update,10,67,commit.dropbox_cas,866.145
ycsb-a,update,10,67,commit.dropbox_readback,425.628
ycsb-a,update,10,67,commit.local_finalize,4.083
ycsb-a,update,10,67,preflight.checkpoint_evaluation,2.327
ycsb-a,update,10,67,preflight.cloud_head_fetch,1567.299
ycsb-a,update,10,67,preflight.outbox_replay,0.326
ycsb-a,update,10,67,preflight.relay_fetch_r2,6878.574
ycsb-a,update,10,67,write.cas_checkpoint_finalize,9605.471
ycsb-a,update,10,67,write.head_journal,2.644
ycsb-a,update,10,67,write.object_prepare_upload,9007.06
ycsb-a,update,10,67,write.preflight,2935.876
