scenario,operation,dataset_files,file_size_bytes,sequence,total_ms,success,return_code,error_class
scale-20,init,20,8192,1,26818.021,1,0,
scale-20,status,20,8192,2,4565.342,1,0,
scale-20,list,20,8192,3,7327.606,1,0,
scale-20,tree,20,8192,4,11165.265,1,0,
scale-20,cat-sample-1,20,8192,5,9458.557,1,0,
scale-20,quick-scan,20,8192,6,15964.158,1,0,
scale-20,deep-scan,20,8192,7,32664.72,1,0,
cleanup,destroy,0,8192,8,1510.528,1,0,
