scenario,requested_files,actual_files,directories,file_size_bytes,dataset_bytes,smallfile_elapsed_ms,smallfile_files_per_sec,gitvault_init_ms,gitvault_init_success
scale-10,10,10,4,8192,81920,3634.055,2094.22,9728.262,0
