scenario,operation,dataset_files,file_size_bytes,sequence,total_ms,success,return_code,error_class
scale-10,init,10,262144,1,17556.084,1,0,
scale-10,status,10,262144,2,4129.248,1,0,
scale-10,list,10,262144,3,7468.832,1,0,
scale-10,tree,10,262144,4,10158.493,1,0,
scale-10,cat-sample-1,10,262144,5,11019.62,1,0,
scale-10,quick-scan,10,262144,6,12065.426,1,0,
scale-10,deep-scan,10,262144,7,22615.413,1,0,
cleanup,destroy,0,262144,8,1531.32,1,0,
