scenario,operation,dataset_files,sequence,phase,phase_ms
ycsb-a,update,10,53,write.cas_checkpoint_finalize,10747.807
ycsb-a,update,10,53,write.head_journal,1.869
ycsb-a,update,10,53,write.object_prepare_upload,9893.945
ycsb-a,update,10,53,write.preflight,2982.697
ycsb-a,update,10,54,auth.kdf_identity,199.543
ycsb-a,update,10,54,commit.checkpoint_create_journal,2.494
ycsb-a,update,10,54,commit.checkpoint_publish_w2,2368.593
ycsb-a,update,10,54,commit.cloud_head_recheck,1473.232
ycsb-a,update,10,54,commit.dropbox_cas,1106.473
ycsb-a,update,10,54,commit.dropbox_readback,365.518
ycsb-a,update,10,54,commit.local_finalize,4.326
ycsb-a,update,10,54,preflight.checkpoint_evaluation,2.091
ycsb-a,update,10,54,preflight.cloud_head_fetch,1589.481
ycsb-a,update,10,54,preflight.outbox_replay,0.336
ycsb-a,update,10,54,preflight.relay_fetch_r2,7679.017
ycsb-a,update,10,54,write.cas_checkpoint_finalize,11526.481
ycsb-a,update,10,54,write.head_journal,1.962
ycsb-a,update,10,54,write.object_prepare_upload,8903.427
ycsb-a,update,10,54,write.preflight,3082.099
ycsb-a,update,10,55,auth.kdf_identity,184.894
ycsb-a,update,10,55,commit.checkpoint_create_journal,3.148
ycsb-a,update,10,55,commit.checkpoint_publish_w2,2560.347
ycsb-a,update,10,55,commit.cloud_head_recheck,403.691
ycsb-a,update,10,55,commit.dropbox_cas,949.6
ycsb-a,update,10,55,commit.dropbox_readback,409.021
ycsb-a,update,10,55,commit.local_finalize,4.25
ycsb-a,update,10,55,preflight.checkpoint_evaluation,2.525
ycsb-a,update,10,55,preflight.cloud_head_fetch,1496.842
ycsb-a,update,10,55,preflight.outbox_replay,0.432
ycsb-a,update,10,55,preflight.relay_fetch_r2,7167.177
ycsb-a,update,10,55,write.cas_checkpoint_finalize,9932.961
ycsb-a,update,10,55,write.head_journal,5.047
ycsb-a,update,10,55,write.object_prepare_upload,8696.912
ycsb-a,update,10,55,write.preflight,3083.437
ycsb-a,update,10,56,auth.kdf_identity,200.38
ycsb-a,update,10,56,commit.checkpoint_create_journal,3.807
ycsb-a,update,10,56,commit.checkpoint_publish_w2,2395.035
ycsb-a,update,10,56,commit.cloud_head_recheck,471.037
ycsb-a,update,10,56,commit.dropbox_cas,923.624
ycsb-a,update,10,56,commit.dropbox_readback,426.044
ycsb-a,update,10,56,commit.local_finalize,4.481
ycsb-a,update,10,56,preflight.checkpoint_evaluation,2.666
ycsb-a,update,10,56,preflight.cloud_head_fetch,1369.85
ycsb-a,update,10,56,preflight.outbox_replay,0.32
ycsb-a,update,10,56,preflight.relay_fetch_r2,7319.611
ycsb-a,update,10,56,write.cas_checkpoint_finalize,9982.602
ycsb-a,update,10,56,write.head_journal,2.692
ycsb-a,update,10,56,write.object_prepare_upload,9441.795
ycsb-a,update,10,56,write.preflight,2955.574
ycsb-a,update,10,57,auth.kdf_identity,200.633
ycsb-a,update,10,57,commit.checkpoint_create_journal,3.504
ycsb-a,update,10,57,commit.checkpoint_publish_w2,2392.83
ycsb-a,update,10,57,commit.cloud_head_recheck,487.959
ycsb-a,update,10,57,commit.dropbox_cas,903.781
ycsb-a,update,10,57,commit.dropbox_readback,370.235
ycsb-a,update,10,57,commit.local_finalize,4.078
ycsb-a,update,10,57,preflight.checkpoint_evaluation,3.009
ycsb-a,update,10,57,preflight.cloud_head_fetch,2351.471
ycsb-a,update,10,57,preflight.outbox_replay,0.263
ycsb-a,update,10,57,preflight.relay_fetch_r2,7148.196
ycsb-a,update,10,57,write.cas_checkpoint_finalize,9807.869
ycsb-a,update,10,57,write.head_journal,0.973
ycsb-a,update,10,57,write.object_prepare_upload,7739.167
ycsb-a,update,10,57,write.preflight,3879.597
ycsb-a,read,10,58,auth.kdf_identity,200.329
ycsb-a,read,10,58,preflight.checkpoint_evaluation,1.42
ycsb-a,read,10,58,preflight.cloud_head_fetch,534.79
ycsb-a,read,10,58,preflight.outbox_replay,0.077
ycsb-a,read,10,58,preflight.relay_fetch_r2,2324.276
ycsb-a,read,10,58,preflight.total,2866.179
ycsb-a,read,10,58,read.blob_decrypt_verify,0.195
ycsb-a,read,10,58,read.blob_fetch,2178.504
ycsb-a,read,10,58,read.path_resolution,4113.898
ycsb-a,read,10,59,auth.kdf_identity,196.812
ycsb-a,read,10,59,preflight.checkpoint_evaluation,0.732
ycsb-a,read,10,59,preflight.cloud_head_fetch,549.276
ycsb-a,read,10,59,preflight.outbox_replay,0.071
ycsb-a,read,10,59,preflight.relay_fetch_r2,2476.194
ycsb-a,read,10,59,preflight.total,3032.091
ycsb-a,read,10,59,read.blob_decrypt_verify,0.883
ycsb-a,read,10,59,read.blob_fetch,631.581
ycsb-a,read,10,59,read.path_resolution,4780.863
ycsb-a,update,10,60,auth.kdf_identity,187.131
ycsb-a,update,10,60,commit.checkpoint_create_journal,2.799
ycsb-a,update,10,60,commit.checkpoint_publish_w2,2204.571
ycsb-a,update,10,60,commit.cloud_head_recheck,414.726
ycsb-a,update,10,60,commit.dropbox_cas,1025.52
ycsb-a,update,10,60,commit.dropbox_readback,1457.492
ycsb-a,update,10,60,commit.local_finalize,2.567
ycsb-a,update,10,60,preflight.checkpoint_evaluation,1.933
ycsb-a,update,10,60,preflight.cloud_head_fetch,1322.826
ycsb-a,update,10,60,preflight.outbox_replay,0.357
ycsb-a,update,10,60,preflight.relay_fetch_r2,7373.866
ycsb-a,update,10,60,write.cas_checkpoint_finalize,10779.388
ycsb-a,update,10,60,write.head_journal,2.608
ycsb-a,update,10,60,write.object_prepare_upload,8826.515
ycsb-a,update,10,60,write.preflight,3045.025
ycsb-a,read,10,61,auth.kdf_identity,174.156
ycsb-a,read,10,61,preflight.checkpoint_evaluation,0.76
ycsb-a,read,10,61,preflight.cloud_head_fetch,458.596
ycsb-a,read,10,61,preflight.outbox_replay,0.073
ycsb-a,read,10,61,preflight.relay_fetch_r2,2387.135
ycsb-a,read,10,61,preflight.total,2852.461
ycsb-a,read,10,61,read.blob_decrypt_verify,0.164
ycsb-a,read,10,61,read.blob_fetch,685.734
ycsb-a,read,10,61,read.path_resolution,5201.749
ycsb-a,read,10,62,auth.kdf_identity,184.833
ycsb-a,read,10,62,preflight.checkpoint_evaluation,1.258
ycsb-a,read,10,62,preflight.cloud_head_fetch,597.015
ycsb-a,read,10,62,preflight.outbox_replay,0.069
ycsb-a,read,10,62,preflight.relay_fetch_r2,2294.57
ycsb-a,read,10,62,preflight.total,2901.667
ycsb-a,read,10,62,read.blob_decrypt_verify,0.462
ycsb-a,read,10,62,read.blob_fetch,627.418
ycsb-a,read,10,62,read.path_resolution,3586.391
ycsb-a,read,10,63,auth.kdf_identity,187.549
ycsb-a,read,10,63,preflight.checkpoint_evaluation,1.253
ycsb-a,read,10,63,preflight.cloud_head_fetch,1749.449
ycsb-a,read,10,63,preflight.outbox_replay,0.075
ycsb-a,read,10,63,preflight.relay_fetch_r2,4712.829
ycsb-a,read,10,63,preflight.total,6469.9
ycsb-a,read,10,63,read.blob_decrypt_verify,0.174
ycsb-a,read,10,63,read.blob_fetch,591.285
ycsb-a,read,10,63,read.path_resolution,3881.706
ycsb-a,read,10,64,auth.kdf_identity,172.627
ycsb-a,read,10,64,preflight.checkpoint_evaluation,0.754
ycsb-a,read,10,64,preflight.cloud_head_fetch,532.84
ycsb-a,read,10,64,preflight.outbox_replay,0.072
ycsb-a,read,10,64,preflight.relay_fetch_r2,2301.264
ycsb-a,read,10,64,preflight.total,2840.897
ycsb-a,read,10,64,read.blob_decrypt_verify,0.163
ycsb-a,read,10,64,read.blob_fetch,685.703
ycsb-a,read,10,64,read.path_resolution,4070.079
ycsb-a,read,10,65,auth.kdf_identity,186.499
ycsb-a,read,10,65,preflight.checkpoint_evaluation,1.325
ycsb-a,read,10,65,preflight.cloud_head_fetch,541.801
ycsb-a,read,10,65,preflight.outbox_replay,0.075
ycsb-a,read,10,65,preflight.relay_fetch_r2,2943.343
ycsb-a,read,10,65,preflight.total,3493.021
ycsb-a,read,10,65,read.blob_decrypt_verify,0.224
ycsb-a,read,10,65,read.blob_fetch,606.014
ycsb-a,read,10,65,read.path_resolution,4852.803
ycsb-a,read,10,66,auth.kdf_identity,177.643
ycsb-a,read,10,66,preflight.checkpoint_evaluation,1.298
ycsb-a,read,10,66,preflight.cloud_head_fetch,541.333
ycsb-a,read,10,66,preflight.outbox_replay,0.084
ycsb-a,read,10,66,preflight.relay_fetch_r2,5718.08
ycsb-a,read,10,66,preflight.total,6267.878
ycsb-a,read,10,66,read.blob_decrypt_verify,0.165
ycsb-a,read,10,66,read.blob_fetch,1695.001
ycsb-a,read,10,66,read.path_resolution,4027.103
ycsb-a,update,10,67,auth.kdf_identity,188.432
ycsb-a,update,10,67,commit.checkpoint_create_journal,2.5
ycsb-a,update,10,67,commit.checkpoint_publish_w2,2594.439
ycsb-a,update,10,67,commit.cloud_head_recheck,404.226
ycsb-a,update,10,67,commit.dropbox_cas,1586.641
ycsb-a,update,10,67,commit.dropbox_readback,397.196
ycsb-a,update,10,67,commit.local_finalize,4.497
ycsb-a,update,10,67,preflight.checkpoint_evaluation,3.193
ycsb-a,update,10,67,preflight.cloud_head_fetch,2504.131
ycsb-a,update,10,67,preflight.outbox_replay,0.339
ycsb-a,update,10,67,preflight.relay_fetch_r2,8496.362
ycsb-a,update,10,67,write.cas_checkpoint_finalize,11907.526
ycsb-a,update,10,67,write.head_journal,4.443
ycsb-a,update,10,67,write.object_prepare_upload,9103.425
ycsb-a,update,10,67,write.preflight,4105.901
