scenario,operation,dataset_files,n,successes,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
scale-10,cat,10,1,1,9927.678,9927.678,9927.678,9927.678,9927.678,9927.678
scale-10,deep-scan,10,1,1,21261.936,21261.936,21261.936,21261.936,21261.936,21261.936
scale-10,init,10,1,1,19432.531,19432.531,19432.531,19432.531,19432.531,19432.531
scale-10,list,10,1,1,7668.858,7668.858,7668.858,7668.858,7668.858,7668.858
scale-10,quick-scan,10,1,1,13057.527,13057.527,13057.527,13057.527,13057.527,13057.527
scale-10,status,10,1,1,5455.485,5455.485,5455.485,5455.485,5455.485,5455.485
scale-10,tree,10,1,1,10276.527,10276.527,10276.527,10276.527,10276.527,10276.527
