scenario,operation,dataset_files,n,successes,mean_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
scale-20,cat,20,1,1,9732.924,9732.924,9732.924,9732.924,9732.924,9732.924
scale-20,deep-scan,20,1,1,29089.809,29089.809,29089.809,29089.809,29089.809,29089.809
scale-20,init,20,1,1,21677.532,21677.532,21677.532,21677.532,21677.532,21677.532
scale-20,list,20,1,1,6168.833,6168.833,6168.833,6168.833,6168.833,6168.833
scale-20,quick-scan,20,1,1,14742.929,14742.929,14742.929,14742.929,14742.929,14742.929
scale-20,status,20,1,1,4860.895,4860.895,4860.895,4860.895,4860.895,4860.895
scale-20,tree,20,1,1,11517.667,11517.667,11517.667,11517.667,11517.667,11517.667
