scenario,operation,dataset_files,file_size_bytes,sequence,total_ms,success,return_code,error_class
scale-2,init,2,8192,1,16296.0,1,0,
scale-2,status,2,8192,2,4566.358,1,0,
scale-2,list,2,8192,3,7499.91,1,0,
scale-2,tree,2,8192,4,9801.308,1,0,
scale-2,cat-sample-1,2,8192,5,10023.4,1,0,
scale-2,quick-scan,2,8192,6,10212.762,1,0,
scale-2,deep-scan,2,8192,7,11795.722,1,0,
cleanup,destroy,0,8192,8,1357.537,1,0,
