scenario,operation,dataset_files,file_size_bytes,sequence,total_ms,success,return_code,error_class
scale-20,init,20,8192,1,40334.093,1,0,
scale-20,status,20,8192,2,4294.639,1,0,
scale-20,list,20,8192,3,6159.371,1,0,
scale-20,tree,20,8192,4,26680.642,1,0,
scale-20,cat-sample-1,20,8192,5,11035.075,1,0,
scale-20,quick-scan,20,8192,6,29119.507,1,0,
scale-20,deep-scan,20,8192,7,45622.743,1,0,
cleanup,destroy,0,8192,8,1615.557,1,0,
